group_name,etfs,n_long,n_short,spread_pct,mom0_cagr,mom0_sharpe,mom0_maxdd,mom_cagr,mom_sharpe,mom_maxdd,bh_cagr,bh_sharpe,bh_maxdd,days
plan_b-F1-n3-sw03-m252,"SPY,EFA,IYR,EEM,TLT,IEF,USO,GLD,UUP,FXE,DBC,TIP,SLV",3,1,0.15,11.836554100320384,0.6883087790648844,-34.86401159295796,10.48702495164273,0.6237811567022264,-35.62239416900147,5.111586819567782,0.5399933513896966,-32.47006904871349,5067
plan_b-F1-n4-sw02-m4,"SPY,EFA,IYR,EEM,TLT,IEF,USO,GLD,UUP,FXE,DBC,TIP,SLV",4,1,0.15,10.018974362059074,0.6831972929432301,-31.71347682710277,9.061456497457954,0.6277577059050069,-32.457750833937205,5.111586423974024,0.5399933477369875,-32.47007486734299,5067
plan_b-F1-n3-sw04-m5,"SPY,EFA,IYR,EEM,TLT,IEF,USO,GLD,UUP,FXE,DBC,TIP,SLV",3,1,0.15,11.033169016258793,0.6284954994526404,-42.74179698755578,9.53084612459978,0.5594697913527394,-43.56105569218669,5.111586201506757,0.5399933422014298,-32.47006502716863,5067
plan_b-F1-n4-sw0-m5,"SPY,EFA,IYR,EEM,TLT,IEF,USO,GLD,UUP,FXE,DBC,TIP,SLV",4,0,0.15,9.825737377221566,0.6958127574238322,-29.118461534391717,8.969684592146287,0.6439319920073191,-29.8067320637324,5.111586892411002,0.5399934394527683,-32.47006256984349,5067
plan_b-F1-n4-sw0-m252,"SPY,EFA,IYR,EEM,TLT,IEF,USO,GLD,UUP,FXE,DBC,TIP,SLV",4,0,0.15,10.140435636908695,0.7169622405068683,-27.43598386882924,9.28645051950252,0.6651677574974894,-27.762073135247412,5.111586529481316,0.5399932043797567,-32.47007237067411,5067
plan_b-F1-n4-sw02-m5,"SPY,EFA,IYR,EEM,TLT,IEF,USO,GLD,UUP,FXE,DBC,TIP,SLV",4,1,0.15,10.26990251249913,0.6992211801654209,-31.449781414914955,9.177397344907167,0.6358871020999853,-32.29862647630258,5.111587015047037,0.539993262071889,-32.47006900998953,5067
plan_b-F1-n4-sw03-m4,"SPY,EFA,IYR,EEM,TLT,IEF,USO,GLD,UUP,FXE,DBC,TIP,SLV",4,1,0.15,10.02066046194261,0.655238189137653,-33.2941489108652,8.951454080759591,0.5966379121808716,-34.137163212985,5.111586655079381,0.539993326031014,-32.47006571181254,5067
plan_b-F1-n3-sw04-m4,"SPY,EFA,IYR,EEM,TLT,IEF,USO,GLD,UUP,FXE,DBC,TIP,SLV",3,1,0.15,10.506492746388151,0.6038593403260857,-42.20998104180769,9.17969458000747,0.542731228972008,-43.036849046414794,5.111586895505726,0.5399935037897026,-32.470069735050714,5067
plan_b-F1-n4-sw0-m4,"SPY,EFA,IYR,EEM,TLT,IEF,USO,GLD,UUP,FXE,DBC,TIP,SLV",4,0,0.15,9.806271508752996,0.6933503766459621,-29.380125493473642,9.068343693156544,0.6487795967986523,-29.960835876781566,5.111586178207417,0.539993160491254,-32.47006906215108,5067
plan_b-F1-n4-sw03-m252,"SPY,EFA,IYR,EEM,TLT,IEF,USO,GLD,UUP,FXE,DBC,TIP,SLV",4,1,0.15,10.30880718296383,0.6709745260314147,-28.46003493216124,9.115861257077107,0.6057966103313434,-28.813594671759013,5.111586606826424,0.5399933172904045,-32.470070250809414,5067
plan_b-F1-n4-sw02-m252,"SPY,EFA,IYR,EEM,TLT,IEF,USO,GLD,UUP,FXE,DBC,TIP,SLV",4,1,0.15,10.323948455778575,0.7021053117330042,-27.857809887716932,9.246346927764604,0.6397502097684287,-28.203565116144567,5.111586628499509,0.5399934296676617,-32.47006558290432,5067
plan_b-F1-n4-sw04-m5,"SPY,EFA,IYR,EEM,TLT,IEF,USO,GLD,UUP,FXE,DBC,TIP,SLV",4,1,0.15,10.258851927691715,0.6356402781986045,-35.87124293220757,8.925724562407812,0.5674848170896811,-36.95950198611161,5.111586819567782,0.5399933513896966,-32.47006904871349,5067
plan_b-F1-n4-sw03-m5,"SPY,EFA,IYR,EEM,TLT,IEF,USO,GLD,UUP,FXE,DBC,TIP,SLV",4,1,0.15,10.255904772712498,0.6693234753238327,-33.031415778286984,9.044483036915896,0.6028720465127745,-33.976929787259856,5.111586376512878,0.5399933500323033,-32.47008132475877,5067
plan_b-F1-n4-sw04-m4,"SPY,EFA,IYR,EEM,TLT,IEF,USO,GLD,UUP,FXE,DBC,TIP,SLV",4,1,0.15,9.95283019705333,0.6191443184878542,-36.127856259544714,8.770052510362337,0.5586527411038751,-37.11741551801884,5.111586419437875,0.5399931883962039,-32.47008011602611,5067
plan_b-F1-n4-sw04-m252,"SPY,EFA,IYR,EEM,TLT,IEF,USO,GLD,UUP,FXE,DBC,TIP,SLV",4,1,0.15,10.222708934716485,0.6318599673049741,-29.768693483252495,8.910853685187936,0.5651223382785302,-30.721603140217713,5.111586318501349,0.5399931272320927,-32.47008285950783,5067
plan_b-F1-n5-sw0-m252,"SPY,EFA,IYR,EEM,TLT,IEF,USO,GLD,UUP,FXE,DBC,TIP,SLV",5,0,0.15,8.929712543262669,0.6994316424434981,-24.986727209802385,8.170717827470453,0.6475399652243025,-25.25647803650396,5.111586423974024,0.5399933477369875,-32.47007486734299,5067
plan_b-F1-n5-sw0-m5,"SPY,EFA,IYR,EEM,TLT,IEF,USO,GLD,UUP,FXE,DBC,TIP,SLV",5,0,0.15,8.48088194024179,0.6734237567295658,-24.986735650090065,7.699914201429681,0.6194041664005963,-25.256486446440142,5.111586892411002,0.5399934394527683,-32.47006256984349,5067
plan_b-F1-n5-sw0-m4,"SPY,EFA,IYR,EEM,TLT,IEF,USO,GLD,UUP,FXE,DBC,TIP,SLV",5,0,0.15,8.722141526541005,0.6877824460309898,-25.173360522295685,8.05452124343251,0.6419247436113573,-25.57659013408117,5.111586201506757,0.5399933422014298,-32.47006502716863,5067
plan_b-F1-n5-sw02-m252,"SPY,EFA,IYR,EEM,TLT,IEF,USO,GLD,UUP,FXE,DBC,TIP,SLV",5,1,0.15,9.13193961575558,0.6867089950499902,-25.252507552012492,8.162398783573588,0.6235595215614603,-25.54365964505546,5.111586529481316,0.5399932043797567,-32.47007237067411,5067
